,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,tire_sizes,duration_trim,duration_time,ride_id
14599,6 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5538,2,1971,Male,2,26,6 ,6,14599
14600,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,4811,3,1960,Male,3,26,11 ,11,14600
14601,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4706,3,1974,Female,3,26,5 ,5,14601
14602,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5237,1,1982,Male,1,26,3 ,3,14602
14603,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),14,Clay St at Battery St,4751,2,1985,Male,2,26,5 ,5,14603
14604,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,1650,1,1970,Male,1,26,12 ,12,14604
14605,4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,97,3,1988,Male,3,26,4 ,4,14605
14606,17 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5462,3,1965,Female,3,27,17 ,17,14606
14607,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3246,2,1963,Male,2,27,14 ,14,14607
14608,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2497,1,1983,Male,1,27,10 ,10,14608
14609,9 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4835,2,1983,Female,2,27,9 ,9,14609
14610,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),861,2,1985,Male,2,27,11 ,11,14610
14611,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5226,2,1988,Male,2,27,8 ,8,14611
14612,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4986,3,1968,Male,3,27,7 ,7,14612
14613,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),363,Salesforce Transit Center (Natoma St at 2nd St),5526,1,1981,Male,1,27,2 ,2,14613
14614,9 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4654,1,1988,Male,1,26,9 ,9,14614
14615,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,1225,2,1989,Female,2,26,9 ,9,14615
14616,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2185,3,1967,Male,3,27,7 ,7,14616
14617,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,97,3,1984,Male,3,26,10 ,10,14617
14618,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3109,1,1994,Male,1,26,4 ,4,14618
14619,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,343,3,1989,Male,3,26,7 ,7,14619
14620,3 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5294,2,1983,Male,2,27,3 ,3,14620
14621,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2711,2,1986,Female,2,26,6 ,6,14621
14622,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5232,2,1991,Male,2,27,9 ,9,14622
14623,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3237,3,1970,Female,3,27,9 ,9,14623
14624,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,610,2,1983,Male,2,27,9 ,9,14624
14625,8 minutes,22,Howard St at Beale St,9,Broadway at Battery St,247,1,1959,Male,1,27,8 ,8,14625
14626,3 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,2113,2,1976,Male,2,27,3 ,3,14626
14627,7 minutes,81,Berry St at 4th St,126,Esprit Park,4825,2,1982,Female,2,26,7 ,7,14627
14628,8 minutes,22,Howard St at Beale St,47,4th St at Harrison St,935,3,1970,Female,3,27,8 ,8,14628
14629,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5035,1,1992,Male,1,27,7 ,7,14629
14630,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5267,2,1979,Male,2,27,5 ,5,14630
14631,10 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,1596,2,1996,Female,2,26,10 ,10,14631
14632,16 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,1118,2,1961,Female,2,26,16 ,16,14632
14633,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,2567,3,1977,Male,3,26,4 ,4,14633
14634,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5555,2,1984,Male,2,27,7 ,7,14634
14635,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,590,2,1979,Male,2,26,2 ,2,14635
14636,3 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5408,2,1991,Other,2,26,3 ,3,14636
14637,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,4706,2,1979,Female,2,26,2 ,2,14637
14638,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4758,3,1979,Male,3,26,7 ,7,14638
14639,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5294,2,1990,Female,2,27,10 ,10,14639
14640,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5490,2,1984,Male,2,27,3 ,3,14640
14641,28 minutes,81,Berry St at 4th St,81,Berry St at 4th St,5338,1,1990,Female,1,27,28 ,28,14641
14642,17 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,38,2,1977,Female,2,27,17 ,17,14642
14643,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5063,2,1985,Male,2,26,5 ,5,14643
14644,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4626,2,1986,Male,2,26,13 ,13,14644
14645,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),1872,1,1963,Male,1,26,4 ,4,14645
14646,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5560,3,1997,Female,3,27,12 ,12,14646
14647,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4755,3,1988,Male,3,27,13 ,13,14647
14648,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),1019,2,1973,Male,2,26,13 ,13,14648
14649,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),124,19th St at Florida St,4931,1,1983,Male,1,26,11 ,11,14649
14650,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4811,1,1985,Male,1,27,8 ,8,14650
14651,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4986,3,1979,Male,3,27,11 ,11,14651
14652,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4706,2,1977,Male,2,27,12 ,12,14652
14653,7 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),4799,2,1981,Male,2,27,7 ,7,14653
14654,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5497,2,1982,Male,2,27,11 ,11,14654
14655,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4611,2,1994,Female,2,26,8 ,8,14655
14656,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3108,2,1959,Male,2,26,9 ,9,14656
14657,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4942,3,1985,Male,3,26,9 ,9,14657
14658,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5282,2,1967,Male,2,27,7 ,7,14658
14659,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3129,3,1973,Male,3,26,9 ,9,14659
14660,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4770,3,1996,Female,3,27,3 ,3,14660
14661,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5232,2,1988,Male,2,26,9 ,9,14661
14662,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,3708,2,1981,Female,2,26,8 ,8,14662
14663,14 minutes,22,Howard St at Beale St,130,22nd St Caltrain Station,5398,2,1986,Female,2,26,14 ,14,14663
14664,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5272,3,1967,Male,3,26,8 ,8,14664
14665,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4758,2,1967,Male,2,26,8 ,8,14665
14666,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,859,1,1980,Male,1,26,7 ,7,14666
14667,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,1346,1,1981,Male,1,26,8 ,8,14667
14668,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),5220,1,1995,Female,1,26,9 ,9,14668
14669,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4946,2,1989,Male,2,26,7 ,7,14669
14670,3 minutes,22,Howard St at Beale St,20,Mechanics Monument Plaza (Market St at Bush St),2576,2,1963,Male,2,26,3 ,3,14670
14671,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,1841,1,1962,Female,1,27,18 ,18,14671
14672,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3531,2,1970,Female,2,27,15 ,15,14672
14673,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4733,2,1986,Male,2,27,5 ,5,14673
14674,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4965,1,1992,Female,1,27,4 ,4,14674
14675,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5233,2,1992,Female,2,26,4 ,4,14675
14676,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,907,1,1988,Female,1,26,18 ,18,14676
14677,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4755,1,1983,Male,1,26,3 ,3,14677
14678,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4835,3,1982,Female,3,27,10 ,10,14678
14679,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,48,2,1953,Male,2,26,7 ,7,14679
14680,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4770,2,1968,Male,2,27,7 ,7,14680
14681,11 minutes,22,Howard St at Beale St,104,4th St at 16th St,4395,3,1979,Male,3,26,11 ,11,14681
14682,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,673,3,1956,Male,3,26,5 ,5,14682
14683,6 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,1964,1,1994,Male,1,26,6 ,6,14683
14684,14 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),861,2,1971,Male,2,26,14 ,14,14684
14685,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5159,1,1980,Female,1,26,6 ,6,14685
14686,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,4923,2,1990,Male,2,27,11 ,11,14686
14687,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,424,2,1980,Male,2,26,14 ,14,14687
14688,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),345,Hubbell St at 16th St,5318,3,1993,Female,3,27,12 ,12,14688
14689,7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5565,3,1986,Male,3,26,7 ,7,14689
14690,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4825,2,1991,Female,2,27,11 ,11,14690
14691,14 minutes,16,Steuart St at Market St,104,4th St at 16th St,4722,2,1980,Female,2,26,14 ,14,14691
14692,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5338,3,1991,Female,3,27,9 ,9,14692
14693,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5051,2,1968,Male,2,26,12 ,12,14693
14694,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4770,3,1993,Female,3,27,10 ,10,14694
14695,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5060,2,1988,Male,2,26,12 ,12,14695
14696,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5474,2,1996,Female,2,27,9 ,9,14696
14697,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4835,3,1985,Male,3,27,9 ,9,14697
14698,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5463,2,1984,Female,2,26,7 ,7,14698
14699,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5401,2,1965,Male,2,26,8 ,8,14699
14700,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,2639,2,1975,Male,2,26,7 ,7,14700
14701,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,5533,2,1990,Male,2,27,4 ,4,14701
14702,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,5319,2,1984,Male,2,27,5 ,5,14702
14703,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4877,3,1990,Male,3,26,6 ,6,14703
14704,16 minutes,16,Steuart St at Market St,126,Esprit Park,985,1,1982,Male,1,26,16 ,16,14704
14705,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,4760,2,1983,Other,2,26,10 ,10,14705
14706,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3676,1,1976,Male,1,27,12 ,12,14706
14707,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,2550,1,1956,Male,1,27,13 ,13,14707
14708,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,673,2,1988,Male,2,26,10 ,10,14708
14709,4 minutes,22,Howard St at Beale St,14,Clay St at Battery St,2657,1,1980,Male,1,26,4 ,4,14709
14710,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,535,2,1983,Male,2,26,9 ,9,14710
14711,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4835,2,1982,Male,2,26,5 ,5,14711
14712,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1584,1,1963,Female,1,26,4 ,4,14712
14713,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,1898,2,1972,Male,2,27,4 ,4,14713
14714,4 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,4972,3,1968,Male,3,27,4 ,4,14714
14715,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4736,2,1982,Male,2,27,8 ,8,14715
14716,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5060,2,1964,Male,2,27,12 ,12,14716
14717,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2119,2,1954,Male,2,26,9 ,9,14717
14718,18 minutes,3,Powell St BART Station (Market St at 4th St),377,Fell St at Stanyan St,4714,1,1968,Female,1,27,18 ,18,14718
14719,15 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,3035,2,1985,Male,2,26,15 ,15,14719
14720,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4801,3,1993,Other,3,27,16 ,16,14720
14721,18 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4719,3,1975,Male,3,27,18 ,18,14721
14722,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,676,1,1993,Male,1,27,4 ,4,14722
14723,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),673,2,1998,Male,2,27,8 ,8,14723
14724,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,5404,2,1973,Female,2,27,10 ,10,14724
14725,2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),135,2,1982,Male,2,27,2 ,2,14725
14726,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,6235,2,1982,Male,2,27,10 ,10,14726
14727,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4745,2,1980,Male,2,26,4 ,4,14727
14728,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5300,1,1978,Male,1,26,7 ,7,14728
14729,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5009,3,1982,Female,3,26,9 ,9,14729
14730,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2657,2,1978,Male,2,26,9 ,9,14730
14731,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4801,3,1977,Male,3,27,7 ,7,14731
14732,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4745,1,1985,Male,1,27,7 ,7,14732
14733,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,5028,2,1988,Female,2,26,7 ,7,14733
14734,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,6235,3,1995,Male,3,26,7 ,7,14734
14735,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5475,3,1987,Male,3,27,6 ,6,14735
14736,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4937,1,1968,Male,1,27,4 ,4,14736
14737,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,3079,1,1982,Male,1,26,7 ,7,14737
14738,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4848,1,1984,Male,1,27,4 ,4,14738
14739,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,5537,1,1971,Male,1,26,13 ,13,14739
14740,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,193,1,1980,Male,1,26,5 ,5,14740
14741,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),2375,3,1947,Male,3,26,4 ,4,14741
14742,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5515,3,1982,Male,3,27,3 ,3,14742
14743,15 minutes,16,Steuart St at Market St,63,Bryant St at 6th St,4929,3,1962,Female,3,27,15 ,15,14743
14744,4 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,5476,1,1981,Male,1,27,4 ,4,14744
14745,12 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5230,2,1988,Male,2,26,12 ,12,14745
14746,10 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,2053,3,1975,Male,3,26,10 ,10,14746
14747,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4834,3,1988,Male,3,26,4 ,4,14747
14748,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5113,2,1961,Female,2,26,5 ,5,14748
14749,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5001,2,1992,Male,2,27,8 ,8,14749
14750,9 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,832,1,1983,Male,1,27,9 ,9,14750
14751,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5261,3,1973,Male,3,26,3 ,3,14751
14752,60 minutes,5,Powell St BART Station (Market St at 5th St),349,Howard St at Mary St,5480,1,1976,Male,1,27,60 ,60,14752
14753,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5318,2,1982,Female,2,26,6 ,6,14753
14754,6 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,5407,1,1979,Male,1,27,6 ,6,14754
14755,14 minutes,81,Berry St at 4th St,323,Broadway at Kearny,4358,3,1959,Male,3,27,14 ,14,14755
14756,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,859,2,1991,Male,2,27,11 ,11,14756
14757,5 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,3678,2,1992,Male,2,27,5 ,5,14757
14758,8 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,903,2,1998,Male,2,26,8 ,8,14758
14759,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4972,3,1989,Male,3,26,6 ,6,14759
14760,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5060,2,1992,Male,2,27,6 ,6,14760
14761,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,5307,2,1988,Male,2,27,17 ,17,14761
14762,4 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),1099,2,1990,Female,2,27,4 ,4,14762
14763,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4761,3,1994,Male,3,27,6 ,6,14763
14764,10 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4835,1,1992,Male,1,26,10 ,10,14764
14765,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5560,2,1991,Male,2,27,4 ,4,14765
14766,56 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5283,1,1986,Other,1,26,56 ,56,14766
14767,10 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4616,1,1989,Male,1,27,10 ,10,14767
14768,13 minutes,5,Powell St BART Station (Market St at 5th St),30,San Francisco Caltrain (Townsend St at 4th St),5560,2,1999,Male,2,26,13 ,13,14768
14769,13 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5307,3,1996,Male,3,27,13 ,13,14769
14770,26 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4639,2,2000,Male,2,26,26 ,26,14770
14771,8 minutes,5,Powell St BART Station (Market St at 5th St),364,China Basin St at 3rd St,4382,3,1985,Male,3,26,8 ,8,14771
14772,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,789,1,1995,Male,1,26,4 ,4,14772
14773,11 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,4356,1,1994,Male,1,26,11 ,11,14773
14774,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),55,Webster St at Grove St,5306,2,1992,Female,2,27,15 ,15,14774
14775,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5249,3,1993,Male,3,27,5 ,5,14775
14776,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,4336,2,1973,Male,2,27,14 ,14,14776
14777,11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4407,2,1981,Female,2,27,11 ,11,14777
14778,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,1603,2,1994,Male,2,26,6 ,6,14778
14779,12 minutes,16,Steuart St at Market St,55,Webster St at Grove St,5472,3,1984,Female,3,27,12 ,12,14779
14780,66 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,2047,2,1973,Female,2,26,66 ,66,14780
14781,4 minutes,81,Berry St at 4th St,37,2nd St at Folsom St,4737,3,1975,Male,3,27,4 ,4,14781
14782,17 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,5267,3,1996,Male,3,27,17 ,17,14782
14783,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,3242,1,1990,Male,1,26,5 ,5,14783
14784,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4617,2,2000,Female,2,26,5 ,5,14784
14785,18 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4639,2,1990,Female,2,27,18 ,18,14785
14786,12 minutes,16,Steuart St at Market St,91,Berry St at King St,4435,1,1993,Male,1,27,12 ,12,14786
14787,47 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5498,2,1986,Male,2,27,47 ,47,14787
14788,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,291,3,1963,Female,3,26,8 ,8,14788
14789,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1805,2,1979,Male,2,26,4 ,4,14789
14790,6 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,75,2,1975,Male,2,27,6 ,6,14790
14791,14 minutes,22,Howard St at Beale St,64,5th St at Brannan St,5232,2,1996,Male,2,26,14 ,14,14791
14792,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5558,2,1992,Male,2,27,11 ,11,14792
14793,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,1180,2,1995,Male,2,26,7 ,7,14793
14794,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5526,2,1992,Male,2,26,8 ,8,14794
14795,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4730,2,1984,Male,2,26,6 ,6,14795
14796,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,3254,1,1989,Male,1,27,3 ,3,14796
14797,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,427,2,1982,Male,2,26,2 ,2,14797
